"","game","subject","first_level_losses","total_losses","first_level_steps","total_steps"
"1","closing_gates_1","r1OKn1upX",0,0,109,275
"2","closing_gates_1","HJj_SkOaX",0,0,276,276
"3","closing_gates_1","H1WZF6DaX",0,0,86,526
"4","closing_gates_1","rkwcKTD6X",0,0,283,497
"5","closing_gates_1","Sy4k9pvpm",0,0,89,466
"6","closing_gates_1","rJFl70Pam",0,0,159,258
"7","closing_gates_1","rylhyCva7",0,0,130,130
"8","closing_gates_1","SkrzcpvTX",0,0,165,165
"9","closing_gates_1","HylsHAPTX",0,0,296,433
"10","closing_gates_1","SJY_Faw6X",0,0,102,224
"11","closing_gates_1","HylaYAwTQ",0,0,83,762
"12","closing_gates_1","HkiJ5TD6Q",0,0,46,46
"13","closing_gates_1","r1rlt0PT7",0,1,87,99
"14","closing_gates_1","rya1tavpm",0,0,191,191
"15","closing_gates_1","H1K8k1d6m",0,0,124,347
"16","closing_gates_1","SyIbokd6Q",0,0,40,625
"17","closing_gates_1","HJhntaP6Q",0,0,135,135
"18","closing_gates_1","SJ5Gt6vaQ",0,0,184,689
"19","closing_gates_1","HJrCn1_Tm",0,0,263,487
"20","closing_gates_1","rkBK8k_T7",0,0,153,532
"21","closing_gates_1","BJCROav6m",0,0,28,245
"22","closing_gates_1","H1rPK6vam",0,0,40,40
"23","closing_gates_1","Hy-EI-O67",0,0,148,276
"24","aliens_2","r1OKn1upX",2,5,240,833
"25","aliens_2","HJj_SkOaX",3,4,166,191
"26","aliens_2","H1WZF6DaX",0,0,298,1014
"27","aliens_2","rkwcKTD6X",2,2,383,957
"28","aliens_2","Sy4k9pvpm",1,3,287,1213
"29","aliens_2","rJFl70Pam",0,1,183,667
"30","aliens_2","rylhyCva7",5,5,414,414
"31","aliens_2","B1c1RTP67",1,1,272,605
"32","aliens_2","SkrzcpvTX",9,9,259,259
"33","aliens_2","HylsHAPTX",1,1,285,860
"34","aliens_2","SJY_Faw6X",0,0,262,822
"35","aliens_2","HylaYAwTQ",1,2,281,779
"36","aliens_2","r1rlt0PT7",1,2,320,1023
"37","aliens_2","H1K8k1d6m",0,0,278,801
"38","aliens_2","SyIbokd6Q",0,0,291,807
"39","aliens_2","HJhntaP6Q",2,2,329,329
"40","aliens_2","SJ5Gt6vaQ",2,2,497,497
"41","aliens_2","HJrCn1_Tm",4,4,258,258
"42","aliens_2","rkBK8k_T7",0,3,195,775
"43","aliens_2","BJCROav6m",0,0,210,807
"44","aliens_2","Hy-EI-O67",8,9,414,759
"45","ee_3","r1OKn1upX",0,1,32,173
"46","ee_3","HJj_SkOaX",0,1,40,302
"47","ee_3","H1WZF6DaX",0,2,38,306
"48","ee_3","rkwcKTD6X",0,1,39,264
"49","ee_3","Sy4k9pvpm",0,2,35,323
"50","ee_3","rJFl70Pam",0,1,30,235
"51","ee_3","rylhyCva7",0,0,133,301
"52","ee_3","B1c1RTP67",0,1,34,81
"53","ee_3","SkrzcpvTX",0,1,36,317
"54","ee_3","HylsHAPTX",0,0,33,283
"55","ee_3","SJY_Faw6X",0,2,56,342
"56","ee_3","HylaYAwTQ",0,2,33,194
"57","ee_3","r1rlt0PT7",0,1,33,181
"58","ee_3","H1K8k1d6m",0,1,32,174
"59","ee_3","SyIbokd6Q",0,0,33,188
"60","ee_3","HJhntaP6Q",0,1,32,239
"61","ee_3","SJ5Gt6vaQ",0,3,58,258
"62","ee_3","HJrCn1_Tm",0,1,30,222
"63","ee_3","rkBK8k_T7",0,1,43,265
"64","ee_3","BJCROav6m",0,1,30,166
"65","ee_3","Hy-EI-O67",0,1,32,235
"66","missilecommand","r1OKn1upX",0,1,23,209
"67","missilecommand","HJj_SkOaX",5,5,43,43
"68","missilecommand","H1WZF6DaX",0,17,48,442
"69","missilecommand","rkwcKTD6X",0,0,37,278
"70","missilecommand","Sy4k9pvpm",0,1,41,229
"71","missilecommand","rJFl70Pam",0,0,32,166
"72","missilecommand","rylhyCva7",5,11,65,125
"73","missilecommand","SkrzcpvTX",14,14,144,144
"74","missilecommand","HylsHAPTX",9,9,132,132
"75","missilecommand","SJY_Faw6X",0,2,28,228
"76","missilecommand","HylaYAwTQ",0,1,24,288
"77","missilecommand","r1rlt0PT7",2,3,60,185
"78","missilecommand","H1K8k1d6m",0,0,27,147
"79","missilecommand","SyIbokd6Q",2,3,89,247
"80","missilecommand","HJhntaP6Q",6,6,79,79
"81","missilecommand","SJ5Gt6vaQ",0,18,25,424
"82","missilecommand","HJrCn1_Tm",7,10,203,493
"83","missilecommand","rkBK8k_T7",0,1,19,165
"84","missilecommand","BJCROav6m",0,0,38,194
"85","missilecommand","Hy-EI-O67",11,27,217,521
"86","push_boulders_2","r1OKn1upX",2,2,71,457
"87","push_boulders_2","HJj_SkOaX",4,4,275,275
"88","push_boulders_2","H1WZF6DaX",11,11,504,504
"89","push_boulders_2","rkwcKTD6X",6,6,533,555
"90","push_boulders_2","Sy4k9pvpm",2,7,69,543
"91","push_boulders_2","rJFl70Pam",3,7,182,461
"92","push_boulders_2","rylhyCva7",8,8,199,199
"93","push_boulders_2","SkrzcpvTX",0,4,52,110
"94","push_boulders_2","B1KEYpvTQ",1,1,22,22
"95","push_boulders_2","HylsHAPTX",0,6,25,283
"96","push_boulders_2","SJY_Faw6X",7,7,677,677
"97","push_boulders_2","HylaYAwTQ",3,4,158,501
"98","push_boulders_2","r1rlt0PT7",3,8,136,713
"99","push_boulders_2","H1K8k1d6m",0,4,31,207
"100","push_boulders_2","SyIbokd6Q",1,4,70,298
"101","push_boulders_2","HJhntaP6Q",5,6,149,156
"102","push_boulders_2","SJ5Gt6vaQ",7,7,428,428
"103","push_boulders_2","HJrCn1_Tm",9,22,424,1660
"104","push_boulders_2","rkBK8k_T7",2,2,121,313
"105","push_boulders_2","BJCROav6m",2,5,89,275
"106","push_boulders_2","Hy-EI-O67",2,9,76,365
"107","push_boulders_2","rJ4HCpvaQ",2,2,96,96
"108","plaqueattack_1","r1OKn1upX",4,9,299,1191
"109","plaqueattack_1","HJj_SkOaX",8,8,157,157
"110","plaqueattack_1","H1WZF6DaX",6,11,401,901
"111","plaqueattack_1","rkwcKTD6X",10,10,378,378
"112","plaqueattack_1","Sy4k9pvpm",4,9,307,1386
"113","plaqueattack_1","rJFl70Pam",1,5,156,867
"114","plaqueattack_1","r1U7FpPaX",2,2,0,0
"115","plaqueattack_1","rylhyCva7",8,8,86,86
"116","plaqueattack_1","SkrzcpvTX",11,11,180,180
"117","plaqueattack_1","HylsHAPTX",16,16,513,513
"118","plaqueattack_1","SJY_Faw6X",10,11,620,705
"119","plaqueattack_1","HylaYAwTQ",0,6,118,1382
"120","plaqueattack_1","r1rlt0PT7",8,19,460,1617
"121","plaqueattack_1","H1K8k1d6m",6,6,573,574
"122","plaqueattack_1","SyIbokd6Q",3,7,262,1295
"123","plaqueattack_1","HJhntaP6Q",4,4,77,77
"124","plaqueattack_1","SJ5Gt6vaQ",15,15,418,418
"125","plaqueattack_1","HJrCn1_Tm",14,14,377,377
"126","plaqueattack_1","rkBK8k_T7",10,24,387,2106
"127","plaqueattack_1","BJCROav6m",9,11,390,706
"128","plaqueattack_1","Hy-EI-O67",14,14,292,292
"129","jaws_2","B1uhMha6Q",2,2,193,390
"130","jaws_2","B17rMA66X",12,12,359,359
"131","jaws_2","HyC_Ohp67",10,10,358,358
"132","jaws_2","B1WX6iaT7",4,6,266,854
"133","jaws_2","H1M0asTaQ",13,13,664,664
"134","jaws_2","B1rlEhp6Q",5,5,96,96
"135","jaws_2","S1pRH3aam",10,10,732,732
"136","jaws_2","r1dtn36TX",5,8,234,568
"137","jaws_2","BJ6WAj66X",13,13,312,312
"138","jaws_2","S1w_82p67",13,13,784,915
"139","jaws_2","BJDvfA6Tm",11,11,418,418
"140","jaws_2","HkXTfAaTQ",9,9,841,841
"141","jaws_2","SJ0jVapa7",0,2,114,425
"142","jaws_2","Hkq-6jTpm",2,2,0,0
"143","jaws_2","BJKMAsppQ",2,8,243,1044
"144","jaws_2","SJQGvn6T7",3,4,187,471
"145","jaws_2","HyO3hRap7",12,12,280,280
"146","jaws_2","rJK-poaTm",1,1,0,0
"147","jaws_2","B1q60jpa7",8,8,211,211
"148","jaws_2","SJDEpiTaQ",12,12,367,367
"149","lemmings_3","B1uhMha6Q",6,6,501,879
"150","lemmings_3","B17rMA66X",6,6,350,350
"151","lemmings_3","HyC_Ohp67",4,4,253,253
"152","lemmings_3","B1WX6iaT7",5,5,380,814
"153","lemmings_3","H1M0asTaQ",2,2,235,435
"154","lemmings_3","S1Vitp66Q",2,2,115,115
"155","lemmings_3","B1rlEhp6Q",2,2,421,421
"156","lemmings_3","S1pRH3aam",5,5,583,583
"157","lemmings_3","BJ742aaaQ",1,1,15,15
"158","lemmings_3","r1dtn36TX",6,6,480,480
"159","lemmings_3","BJ6WAj66X",8,8,352,352
"160","lemmings_3","HyGflTapQ",3,5,373,654
"161","lemmings_3","S1w_82p67",18,18,414,414
"162","lemmings_3","BJDvfA6Tm",6,6,816,816
"163","lemmings_3","HkXTfAaTQ",7,7,564,564
"164","lemmings_3","SJ0jVapa7",5,5,351,351
"165","lemmings_3","Hysj9h6a7",0,0,68,68
"166","lemmings_3","BJKMAsppQ",5,5,473,473
"167","lemmings_3","SJQGvn6T7",5,6,444,952
"168","lemmings_3","HyO3hRap7",4,4,292,292
"169","lemmings_3","B1q60jpa7",7,7,321,321
"170","lemmings_3","HyZFLTTpm",9,9,752,752
"171","lemmings_3","SJDEpiTaQ",3,3,283,283
"172","butterflies_1","B1uhMha6Q",0,0,86,408
"173","butterflies_1","B17rMA66X",0,1,116,490
"174","butterflies_1","HyC_Ohp67",7,7,788,788
"175","butterflies_1","B1WX6iaT7",2,2,184,447
"176","butterflies_1","H1M0asTaQ",1,1,111,387
"177","butterflies_1","B1rlEhp6Q",0,6,214,562
"178","butterflies_1","S1pRH3aam",2,3,302,779
"179","butterflies_1","r1dtn36TX",0,1,145,529
"180","butterflies_1","BJ6WAj66X",5,5,372,654
"181","butterflies_1","S1w_82p67",0,0,59,407
"182","butterflies_1","BJDvfA6Tm",0,0,145,531
"183","butterflies_1","HkXTfAaTQ",1,1,82,489
"184","butterflies_1","SJ0jVapa7",0,1,100,526
"185","butterflies_1","BJKMAsppQ",0,1,176,517
"186","butterflies_1","SJQGvn6T7",0,2,68,557
"187","butterflies_1","HyO3hRap7",0,3,160,861
"188","butterflies_1","B1q60jpa7",2,2,405,613
"189","butterflies_1","B12wao6aX",1,1,111,417
"190","butterflies_1","HyZFLTTpm",0,0,163,501
"191","butterflies_1","SJDEpiTaQ",3,3,475,795
"192","myAliens_2","B1uhMha6Q",5,34,87,504
"193","myAliens_2","B17rMA66X",15,15,252,252
"194","myAliens_2","HyC_Ohp67",1,2,24,61
"195","myAliens_2","B1WX6iaT7",0,17,59,165
"196","myAliens_2","H1M0asTaQ",11,18,50,157
"197","myAliens_2","B1rlEhp6Q",7,8,80,224
"198","myAliens_2","S1pRH3aam",12,15,246,277
"199","myAliens_2","Hko316apX",7,7,0,0
"200","myAliens_2","r1dtn36TX",17,17,345,345
"201","myAliens_2","BJ6WAj66X",5,13,78,207
"202","myAliens_2","S1w_82p67",17,17,59,59
"203","myAliens_2","BJDvfA6Tm",18,18,401,401
"204","myAliens_2","HkXTfAaTQ",2,15,112,291
"205","myAliens_2","SJ0jVapa7",3,11,89,247
"206","myAliens_2","BJKMAsppQ",15,15,477,477
"207","myAliens_2","SJQGvn6T7",25,25,405,405
"208","myAliens_2","HyO3hRap7",17,17,235,235
"209","myAliens_2","B1q60jpa7",16,16,384,384
"210","myAliens_2","B12wao6aX",7,7,74,74
"211","myAliens_2","SJDEpiTaQ",19,19,141,141
"212","frogs","B1uhMha6Q",3,3,52,52
"213","frogs","B17rMA66X",6,6,39,39
"214","frogs","HyC_Ohp67",1,2,124,182
"215","frogs","B1WX6iaT7",1,6,68,242
"216","frogs","H1M0asTaQ",0,3,32,137
"217","frogs","B1rlEhp6Q",1,1,45,124
"218","frogs","S1pRH3aam",7,13,103,220
"219","frogs","r1dtn36TX",3,4,44,189
"220","frogs","BJ6WAj66X",13,13,119,119
"221","frogs","S1w_82p67",3,12,66,162
"222","frogs","BJDvfA6Tm",1,8,55,224
"223","frogs","HkXTfAaTQ",1,10,31,280
"224","frogs","SJ0jVapa7",1,10,39,304
"225","frogs","BJKMAsppQ",0,6,83,165
"226","frogs","SJQGvn6T7",2,12,52,276
"227","frogs","HyO3hRap7",7,11,77,142
"228","frogs","B1q60jpa7",2,2,90,90
"229","frogs","SJDEpiTaQ",8,8,36,36
"230","aliens_3","B1uhMha6Q",4,5,548,656
"231","aliens_3","B17rMA66X",5,5,326,326
"232","aliens_3","HyC_Ohp67",4,4,194,209
"233","aliens_3","B1WX6iaT7",6,9,348,721
"234","aliens_3","H1M0asTaQ",7,7,887,887
"235","aliens_3","S1Vitp66Q",7,7,558,558
"236","aliens_3","B1rlEhp6Q",6,6,404,404
"237","aliens_3","S1pRH3aam",5,5,233,233
"238","aliens_3","r1dtn36TX",6,6,221,221
"239","aliens_3","BJ6WAj66X",6,6,263,263
"240","aliens_3","S1w_82p67",5,6,209,223
"241","aliens_3","BJDvfA6Tm",4,5,482,1332
"242","aliens_3","HkXTfAaTQ",2,4,209,597
"243","aliens_3","SJ0jVapa7",5,5,493,493
"244","aliens_3","Symqi6apm",3,3,302,302
"245","aliens_3","BJKMAsppQ",1,3,339,846
"246","aliens_3","SJQGvn6T7",3,8,221,500
"247","aliens_3","HyO3hRap7",4,4,234,234
"248","aliens_3","B1q60jpa7",5,5,1315,1315
"249","aliens_3","SJDEpiTaQ",5,5,158,158
"250","frogs_3","rkMehQR6X",2,3,140,238
"251","frogs_3","HyPIyb0pm",6,6,130,237
"252","frogs_3","B1f94xATX",1,2,27,91
"253","frogs_3","SymxSgCa7",4,4,433,433
"254","frogs_3","HJEndgRp7",2,2,43,134
"255","frogs_3","S10A4lATm",1,2,48,69
"256","frogs_3","H1wT_e0pm",10,10,177,177
"257","frogs_3","ry2Um-A6Q",1,1,36,119
"258","frogs_3","rk_vXe06X",2,2,63,160
"259","frogs_3","r1BLdeC6m",0,0,3,3
"260","frogs_3","B1j21b06m",0,10,44,305
"261","frogs_3","HyiIWbATQ",0,0,35,122
"262","frogs_3","H1BLHxRTm",1,3,55,119
"263","frogs_3","rk42LeATX",10,10,172,302
"264","frogs_3","HJ-2PxCam",1,1,11,11
"265","frogs_3","H17VEgAp7",4,6,98,203
"266","frogs_3","H1a4QlCT7",5,7,466,682
"267","frogs_3","BJxgKe06m",10,12,268,408
"268","frogs_3","BJLFheCTQ",4,5,131,228
"269","frogs_3","BkjaReCTQ",3,3,171,278
"270","boulderdash_1","rkMehQR6X",1,10,215,577
"271","boulderdash_1","HyPIyb0pm",9,9,347,347
"272","boulderdash_1","B1f94xATX",0,1,84,403
"273","boulderdash_1","SymxSgCa7",5,5,532,532
"274","boulderdash_1","HJEndgRp7",12,12,757,914
"275","boulderdash_1","S10A4lATm",7,7,167,167
"276","boulderdash_1","H1wT_e0pm",2,2,116,116
"277","boulderdash_1","ry2Um-A6Q",8,8,315,315
"278","boulderdash_1","rk_vXe06X",6,6,353,353
"279","boulderdash_1","r1BLdeC6m",5,5,154,154
"280","boulderdash_1","B1j21b06m",0,6,66,340
"281","boulderdash_1","HyiIWbATQ",0,1,59,204
"282","boulderdash_1","H1BLHxRTm",4,4,253,343
"283","boulderdash_1","rk42LeATX",7,7,470,470
"284","boulderdash_1","H17VEgAp7",7,7,188,188
"285","boulderdash_1","H1a4QlCT7",8,8,524,524
"286","boulderdash_1","BJxgKe06m",3,3,126,126
"287","boulderdash_1","BJLFheCTQ",0,0,55,152
"288","boulderdash_1","BkjaReCTQ",12,12,610,610
"289","aliens_1","rkMehQR6X",1,1,269,692
"290","aliens_1","HyPIyb0pm",1,4,247,661
"291","aliens_1","B1f94xATX",1,2,92,357
"292","aliens_1","SymxSgCa7",1,1,340,880
"293","aliens_1","HJEndgRp7",0,3,144,1128
"294","aliens_1","S10A4lATm",2,7,649,2010
"295","aliens_1","H1wT_e0pm",2,2,507,507
"296","aliens_1","ry2Um-A6Q",3,3,778,969
"297","aliens_1","rk_vXe06X",0,3,41,435
"298","aliens_1","r1BLdeC6m",1,1,476,476
"299","aliens_1","B1j21b06m",2,2,556,556
"300","aliens_1","HyiIWbATQ",0,1,134,689
"301","aliens_1","H1BLHxRTm",1,1,378,911
"302","aliens_1","rk42LeATX",0,3,57,514
"303","aliens_1","H17VEgAp7",3,7,683,985
"304","aliens_1","H1a4QlCT7",1,5,360,1507
"305","aliens_1","BJxgKe06m",0,4,567,1696
"306","aliens_1","BJLFheCTQ",0,0,147,505
"307","aliens_1","BkjaReCTQ",0,3,220,1076
"308","push_boulders","rkMehQR6X",0,4,34,701
"309","push_boulders","HyPIyb0pm",5,5,253,342
"310","push_boulders","B1f94xATX",2,2,99,271
"311","push_boulders","SymxSgCa7",2,2,133,444
"312","push_boulders","HJEndgRp7",3,5,280,526
"313","push_boulders","S10A4lATm",5,5,224,224
"314","push_boulders","HyFxDxAp7",1,1,120,120
"315","push_boulders","H1wT_e0pm",0,1,23,349
"316","push_boulders","ry2Um-A6Q",4,4,220,220
"317","push_boulders","rk_vXe06X",0,1,19,222
"318","push_boulders","r1BLdeC6m",2,2,9,9
"319","push_boulders","B1j21b06m",10,10,101,101
"320","push_boulders","HyiIWbATQ",0,0,17,199
"321","push_boulders","H1BLHxRTm",1,1,23,23
"322","push_boulders","rk42LeATX",5,7,218,692
"323","push_boulders","H17VEgAp7",4,6,81,643
"324","push_boulders","H1a4QlCT7",2,2,87,374
"325","push_boulders","BJxgKe06m",2,3,82,527
"326","push_boulders","BJLFheCTQ",2,2,68,335
"327","push_boulders","BkjaReCTQ",0,2,20,478
"328","avoidgeorge_2","rkMehQR6X",17,17,610,610
"329","avoidgeorge_2","HyPIyb0pm",3,9,122,403
"330","avoidgeorge_2","B1f94xATX",1,1,46,140
"331","avoidgeorge_2","SymxSgCa7",2,9,199,588
"332","avoidgeorge_2","HJEndgRp7",18,37,699,1722
"333","avoidgeorge_2","S10A4lATm",4,11,237,827
"334","avoidgeorge_2","S1x8VeAp7",1,1,0,0
"335","avoidgeorge_2","H1wT_e0pm",17,17,293,293
"336","avoidgeorge_2","ry2Um-A6Q",10,10,302,302
"337","avoidgeorge_2","rk_vXe06X",6,6,154,154
"338","avoidgeorge_2","r1BLdeC6m",6,6,457,457
"339","avoidgeorge_2","B1j21b06m",1,11,152,597
"340","avoidgeorge_2","HyiIWbATQ",1,8,178,879
"341","avoidgeorge_2","H1BLHxRTm",1,7,89,769
"342","avoidgeorge_2","rk42LeATX",2,4,121,385
"343","avoidgeorge_2","H17VEgAp7",13,22,611,974
"344","avoidgeorge_2","H1a4QlCT7",0,10,110,506
"345","avoidgeorge_2","BJxgKe06m",9,9,144,144
"346","avoidgeorge_2","BJLFheCTQ",2,9,176,769
"347","avoidgeorge_2","BkjaReCTQ",8,8,269,269
"348","avoidgeorge_2","r1GiKxCpm",1,1,0,0
"349","antagonist_1","rkMehQR6X",30,36,322,399
"350","antagonist_1","HyPIyb0pm",3,17,47,208
"351","antagonist_1","B1f94xATX",8,8,221,347
"352","antagonist_1","SymxSgCa7",19,19,226,226
"353","antagonist_1","HJEndgRp7",9,32,93,633
"354","antagonist_1","S10A4lATm",5,11,58,182
"355","antagonist_1","H1wT_e0pm",5,11,152,275
"356","antagonist_1","ry2Um-A6Q",7,13,103,185
"357","antagonist_1","rk_vXe06X",3,12,54,144
"358","antagonist_1","r1BLdeC6m",7,13,160,230
"359","antagonist_1","B1j21b06m",3,16,52,361
"360","antagonist_1","HyiIWbATQ",1,5,34,333
"361","antagonist_1","H1BLHxRTm",5,10,98,157
"362","antagonist_1","rk42LeATX",2,13,32,285
"363","antagonist_1","H17VEgAp7",4,20,55,421
"364","antagonist_1","H1a4QlCT7",4,15,52,183
"365","antagonist_1","BJxgKe06m",6,15,76,201
"366","antagonist_1","BJLFheCTQ",0,10,23,162
"367","antagonist_1","BkjaReCTQ",1,5,24,105
"368","aliens","Hy7eL_Aa7",1,1,108,701
"369","aliens","BkzUUICp7",0,0,146,342
"370","aliens","B1uOpuApQ",1,2,187,461
"371","aliens","ry_G-wCpQ",0,0,92,278
"372","aliens","Bku7ePCpm",3,3,220,561
"373","aliens","HJB5y_Ap7",3,5,274,654
"374","aliens","rJ977UR6m",0,2,65,439
"375","aliens","HkQ-A8RTm",0,1,112,661
"376","aliens","B14BmUA67",2,2,203,203
"377","aliens","rJBYdICpm",0,0,0,0
"378","aliens","BJP6GU0am",2,5,298,560
"379","aliens","SkAqzfkC7",1,1,164,394
"380","aliens","S1GTFLC6m",0,1,39,321
"381","aliens","BJKE_OCp7",1,3,174,647
"382","aliens","ryMoMUCTQ",0,0,154,735
"383","aliens","BJb3G806X",2,2,111,111
"384","aliens","B1iOf8CT7",0,0,52,307
"385","aliens","r17r8LR6Q",9,9,380,380
"386","aliens","Hy_qEvAT7",2,4,124,291
"387","aliens","rJxFfLRpQ",0,3,135,714
"388","aliens","B1FjfLCam",2,2,408,999
"389","antagonist_2","Hy7eL_Aa7",4,7,49,262
"390","antagonist_2","BkzUUICp7",1,5,177,392
"391","antagonist_2","B1uOpuApQ",11,18,86,148
"392","antagonist_2","ry_G-wCpQ",6,15,145,608
"393","antagonist_2","Bku7ePCpm",1,7,18,333
"394","antagonist_2","HJB5y_Ap7",5,7,44,228
"395","antagonist_2","rJ977UR6m",1,2,45,225
"396","antagonist_2","HkQ-A8RTm",2,12,13,399
"397","antagonist_2","HyrTxd0aQ",2,2,26,26
"398","antagonist_2","B14BmUA67",6,25,57,350
"399","antagonist_2","rJBYdICpm",1,1,0,0
"400","antagonist_2","BJP6GU0am",2,12,25,639
"401","antagonist_2","SkAqzfkC7",1,12,58,859
"402","antagonist_2","S1GTFLC6m",0,5,8,350
"403","antagonist_2","BJKE_OCp7",4,7,35,291
"404","antagonist_2","ryMoMUCTQ",1,2,17,194
"405","antagonist_2","B1iOf8CT7",1,1,49,183
"406","antagonist_2","r17r8LR6Q",3,23,27,231
"407","antagonist_2","Hy_qEvAT7",1,3,8,110
"408","antagonist_2","rJxFfLRpQ",0,4,11,340
"409","antagonist_2","B1FjfLCam",2,18,30,448
"410","frogs_1","Hy7eL_Aa7",0,1,46,170
"411","frogs_1","BkzUUICp7",1,6,60,244
"412","frogs_1","B1uOpuApQ",3,3,40,40
"413","frogs_1","ry_G-wCpQ",4,9,182,352
"414","frogs_1","Bku7ePCpm",4,19,101,362
"415","frogs_1","HJB5y_Ap7",8,16,251,417
"416","frogs_1","rJ977UR6m",9,10,185,266
"417","frogs_1","HkQ-A8RTm",7,7,76,120
"418","frogs_1","B14BmUA67",13,14,247,281
"419","frogs_1","rJBYdICpm",2,2,3,3
"420","frogs_1","BJP6GU0am",0,5,86,190
"421","frogs_1","SkAqzfkC7",1,6,93,239
"422","frogs_1","S1GTFLC6m",2,3,85,185
"423","frogs_1","BJKE_OCp7",5,14,298,587
"424","frogs_1","ryMoMUCTQ",3,13,122,325
"425","frogs_1","B1iOf8CT7",7,9,156,265
"426","frogs_1","r17r8LR6Q",8,8,293,293
"427","frogs_1","Hy_qEvAT7",11,11,33,33
"428","frogs_1","rJxFfLRpQ",6,13,224,389
"429","frogs_1","B1FjfLCam",21,21,202,202
"430","corridor","Hy7eL_Aa7",0,3,37,259
"431","corridor","BkzUUICp7",0,3,34,298
"432","corridor","B1uOpuApQ",6,6,42,42
"433","corridor","ry_G-wCpQ",0,0,32,154
"434","corridor","Bku7ePCpm",0,4,54,268
"435","corridor","HJB5y_Ap7",1,4,72,249
"436","corridor","rJ977UR6m",0,2,35,208
"437","corridor","HkQ-A8RTm",2,5,78,297
"438","corridor","B14BmUA67",7,17,192,416
"439","corridor","BJP6GU0am",0,3,41,263
"440","corridor","SkAqzfkC7",12,14,357,625
"441","corridor","S1GTFLC6m",0,1,36,184
"442","corridor","BJKE_OCp7",3,6,93,290
"443","corridor","ryMoMUCTQ",3,9,107,453
"444","corridor","B1iOf8CT7",1,2,56,215
"445","corridor","r17r8LR6Q",7,21,155,222
"446","corridor","Hy_qEvAT7",3,13,117,215
"447","corridor","rJxFfLRpQ",0,1,35,168
"448","corridor","B1FjfLCam",4,11,293,442
"449","myAliens_1","Hy7eL_Aa7",5,10,388,672
"450","myAliens_1","BkzUUICp7",2,9,130,786
"451","myAliens_1","B1uOpuApQ",9,9,350,350
"452","myAliens_1","ry_G-wCpQ",2,2,99,336
"453","myAliens_1","Bku7ePCpm",2,14,416,1000
"454","myAliens_1","HJB5y_Ap7",5,5,246,310
"455","myAliens_1","rJ977UR6m",1,4,243,785
"456","myAliens_1","HkQ-A8RTm",0,3,131,463
"457","myAliens_1","B14BmUA67",7,7,438,438
"458","myAliens_1","rJBYdICpm",7,7,389,389
"459","myAliens_1","BJP6GU0am",11,13,703,928
"460","myAliens_1","SkAqzfkC7",4,19,592,1162
"461","myAliens_1","S1GTFLC6m",1,4,79,423
"462","myAliens_1","BJKE_OCp7",5,6,389,511
"463","myAliens_1","ryMoMUCTQ",8,11,613,939
"464","myAliens_1","B1iOf8CT7",2,3,349,712
"465","myAliens_1","r17r8LR6Q",0,17,88,1363
"466","myAliens_1","Hy_qEvAT7",7,7,143,143
"467","myAliens_1","rJxFfLRpQ",2,6,277,430
"468","myAliens_1","B1FjfLCam",20,20,817,817
"469","myAliens_1","H1qPKeJR7",6,7,285,314
"470","portals_2","Hy7eL_Aa7",5,6,91,542
"471","portals_2","BkzUUICp7",12,17,251,788
"472","portals_2","B1uOpuApQ",9,9,161,161
"473","portals_2","ry_G-wCpQ",7,8,100,903
"474","portals_2","S18wEURa7",4,4,22,22
"475","portals_2","Bku7ePCpm",14,14,206,423
"476","portals_2","HJB5y_Ap7",13,13,159,159
"477","portals_2","rJ977UR6m",4,7,101,526
"478","portals_2","HkQ-A8RTm",5,13,85,804
"479","portals_2","B14BmUA67",27,27,201,201
"480","portals_2","BJP6GU0am",16,19,267,878
"481","portals_2","SkAqzfkC7",15,18,315,740
"482","portals_2","S1GTFLC6m",5,9,112,989
"483","portals_2","BJKE_OCp7",20,20,299,299
"484","portals_2","ryMoMUCTQ",13,19,273,943
"485","portals_2","Sy4pHuRTX",1,1,7,7
"486","portals_2","B1iOf8CT7",5,6,145,283
"487","portals_2","r17r8LR6Q",10,10,147,147
"488","portals_2","Hy_qEvAT7",14,14,140,140
"489","portals_2","rJxFfLRpQ",5,13,92,585
"490","portals_2","B1FjfLCam",18,18,361,361
"491","watergame","Skxfu9JRQ",3,3,188,188
"492","watergame","B1KuiT1AQ",7,7,250,250
"493","watergame","HJmltK1A7",3,6,69,385
"494","watergame","S1f2_YyAm",21,21,264,264
"495","watergame","Skwm3ckC7",9,12,252,430
"496","watergame","rJWHjuKJRX",4,18,128,1444
"497","watergame","B1W5-qkRm",9,9,249,249
"498","watergame","rkrocKJCX",1,1,164,164
"499","watergame","rytputJ0m",7,7,182,182
"500","watergame","S1F5OFk07",9,9,367,367
"501","watergame","r1QyhKJRm",6,9,79,400
"502","watergame","SJI0FY1C7",10,18,125,594
"503","watergame","H1tXGq1Am",4,11,70,755
"504","watergame","Hkv3BTkRm",5,14,115,723
"505","watergame","H1cEbpkC7",4,4,148,148
"506","watergame","rJx79FyAX",0,0,4,4
"507","watergame","ByBjOY1Rm",3,3,29,29
"508","watergame","BJRrpikRQ",3,7,66,609
"509","watergame","rkIi_YJCQ",14,14,236,236
"510","watergame","HJ2W5YkRX",12,12,234,234
"511","watergame","B1ZlOoJAm",4,7,98,343
"512","watergame","rkgaEq1C7",4,6,85,395
"513","zelda_2","Skxfu9JRQ",5,9,241,639
